Id,Label,uid,lname,Component ID,Eigenvector Centrality,Degree,Clustering Coefficient,Number of triangles,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank
1471,Jason,XrUYUXCeDRMgnHPdCxnO6A,L.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1472,Roland,7QVNLrJDkjsDsCtODlPdsw,W.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1474,Tish,ZpeTWWuYW9tMeVwrObom9g,C.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1475,Cheryl,iSLcHmTFAfr4GnjWuba8jw,C.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1476,Erica,4VbB9qS2Xvk-bjAI1bNlGw,G.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1477,Jen,ciCuqqFRpSoh8ZZ_a9ELqg,T.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1481,Nadia,T1tBBbcqChmL2zXxUxj5og,K.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1482,Bob,GS7BjPN1Af4OtUsFurxwSw,B.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1484,Jan,uluHjQdwAlwzeJgsKvh-MA,S.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1485,Pat,1Mwdhm6h9lnvmnsIevfuRA,A.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1486,Christine,SY41K848TzGOt8noeOt8_g,R.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1488,Danica,wbXMwXnIKzVHp980zMRHiA,C.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1489,Christina,u0JoB0Vm1ZhwF8nysxPnfg,P.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1490,Lindsay,2TAvvTz9E6AOYObB9OOjaw,L.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1492,sean,-4pU1kYulMf2L07Rk579fA,k.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1493,Melissa,ZQYNombDho1PYfnEWFZevw,H.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1494,Shannon,xodxHGXraLyVZYSx05ss_g,L.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1496,Amanda,yszYcfzs9iyQ4cAnE2sMvg,R.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1497,Derek,25N2f7Al7Tgu9zQE-L2JJw,N.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1500,Nathan,K0sapHOlhlGNjx3GBeSf5A,S.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1501,Hilary,WQGE0oroofQKzKalpx_fcA,L.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1503,Rebecca,ByYHOTBYGKWK06lJoHzy_w,S.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1504,Kerstin,THXdIY73jWmzYNrYPp-dIw,B.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1505,Faith,ens0W1AzB5ogdKSaTVd38g,A.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1506,Sarah,OPN-dDUBkH7uH-G8nOnskg,H.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
1507,Russell,GyzIYH4hqTVUiDGqXq29zg,S.,0,0.051717175,1,0,0,4,3.352056962,0,4.71E-04,4.71E-04,6,3.65E-04
