Id,Label,uid,lname,Component ID,Eigenvector Centrality,Degree,Clustering Coefficient,Number of triangles,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank
182,Michelle,oJDcQ6r3dl-eu3HomegRAQ,D.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,6,6.20E-04
183,Rebecca,_R01htXQGDqEmPdHtBOTVQ,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
184,Teresa,4vla7RLWonJFg2og90QNOg,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
185,Jeremy,xwXw5HW3Y6Gr37V0KxX8sA,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
186,Kelsey,KaPt3UlEofgfSliXRm688w,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
187,John,anHzk1C0oQRtfuDj74p2RQ,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
188,Jared,wAqiSluTMo_2T-dTN4Bozg,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
189,Sean,Vq73g5hdDBdxdBOfkEYqyw,W.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
190,David,5NDk-q5mv8PIDvz83HwMVg,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
191,Norm,24AzZDQKHySwMQR7VQVCAg,R.,0,0.142010081,3,0.333333333,1,4,2.853639241,2376.041811,9.42E-04,9.42E-04,4,8.82E-04
192,Tina,Y_2jMUKz6pvJ0JSWG3u10A,T.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,8,6.27E-04
193,Hannah,rPJZ0Bh1Dj-Rw6Yu3iQwVQ,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
194,Paul,U7NLhaVfOJrHb9XLsZbJnQ,V.,0,0.149113493,3,0.666666667,2,4,2.976265823,584.2769738,9.42E-04,9.42E-04,7,8.74E-04
195,Matt,BVKJF0OYYy9uqOEmEL37bw,V.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
196,Troy,_8rmpsX3tbukgdTbBfWikA,N.,0,0.142010081,3,0.333333333,1,4,2.853639241,2376.041811,9.42E-04,9.42E-04,7,8.82E-04
197,Kurt,aA5DgDHTYyH9HJ2Ahg6IKw,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
198,Heather,5qZb6nLd7gRnTQK6OKwAPg,W.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
199,Stacey,9VLv4NZCIpX2JBTfAV-vSA,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
200,Cesar,yQqMq9795AG_SgcePa7EDQ,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
201,Preston,vq6bB7vxk1lzOgqcv5hlmA,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
202,Andrea,FaAb-CoKW4xDvLTSPtEbgw,S.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,8,6.27E-04
203,Luis,xHiOLKezxRDjvr7hOOu6bg,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
204,Josh,GKzeniypd0sXAGwp_Laegw,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
206,Lisa,4FXbovgSEFZ5_9S5wddFIg,E.,0,0.140077263,3,0.333333333,1,4,2.850474684,2529.387508,9.42E-04,9.42E-04,7,8.89E-04
208,Aaron,nWh05uXTfV-L7s3iZon4Fg,A.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
209,Alex,luoKlcUmIIVPpHxXt4LRMQ,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
210,Jolly,UkLiM2r9UcVXdx81JPGZyg,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
211,Tiffani,WiX-z39HRThSQmfQBW-UQA,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
212,Chrystalle,vPOkQJKahhR13LQ2ElSFGg,B.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,8,6.27E-04
213,Ryan,WdZXKWoC9OC72kkvHZhUgA,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
214,Mackenzie,JNFvVp0SzJK_dUDtDaAtEw,F.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
215,Amy,-9I98YbNQnLdAmcYfb324Q,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
216,Jeff,Mcrnc7O4-yyPyu0iLbb8aA,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
217,Erin,za7XkZ1JglooEHMtJbSrnA,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
218,Chukki,ffPY_bHX8vLebHu8LBEqfg,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
219,Chris,TQo2DFe6O6LWALv_awgcCQ,T.,0,0.149113493,3,0.666666667,2,4,2.976265823,584.2769738,9.42E-04,9.42E-04,8,8.74E-04
220,Scott,yrGIgk5eaWy-eewLNv4KHQ,D.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,7,6.27E-04
221,Reese,sB9W6Tbr1A-ERfUXwJxirQ,J.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
222,Had,GwWjnIPiaw9uBOVGC8s-RQ,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
223,Timothy,6QGMeURgSE_Elh9Gzqezqw,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
224,Jackie,_H1VvAk65d2z-2-XuLHkmw,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
225,Danyell,US4cngzcLZBPSgHVn9gq0A,S.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,7,6.20E-04
226,Jessica,gQJQv4hexyV_80e70rck3A,F.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
227,Bob,qSn38n1BpesAViuYCrdn8w,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
228,Alyse,siVtjO8xrSxbrK-zqXCGew,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
230,Garrett,u7CmPRWVr42TIysPqjZQrw,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
231,Sarah,bxBR0vakC_OAU-5rCYCDsw,W.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
232,Honey,J6bHv_IydV6wdUgkUJlbGw,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
233,Dolores,gH3JDpHQfVcMEGaAaCJPjA,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
234,Brain,Eg5niduTCVnaIBzGmoLiVQ,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
235,Kate,MPGqUhAsmVEHq9k9X6VZKw,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
236,Francis,RROLYsQezNa4ddSapS8uEQ,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
237,Sara,1J1wECaKO1sw8_iMKyDjKA,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
238,Meschelle,CXVMRsnbuuNKetMy_gAyBw,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
239,Dave,T6jCRh9Qi6bzAp-TG2Duvw,N.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
240,Stephen,6jJSCNe91scG9Nrn2u0oNA,B.,0,0.149113493,3,0.666666667,2,4,2.976265823,584.2769738,9.42E-04,9.42E-04,6,8.74E-04
241,Brian,K1eMK0qdfqjzVpqwN8dDJA,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
242,Ella,5g5BjhARiZ4zw0SthMH0OQ,M.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,8,6.27E-04
243,Karl,pRHZqEI7CX_CZ69QAsuOsw,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
244,Jennifer,kta6QqE36T7GU3qBJIKIXg,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
245,Jessie,OifzOYtyVuQjd2ODAlWTgw,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
246,Teddy,icEE9T0bOVwiAcPs4ogeLQ,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
247,Monica,PadmV2GEoA6mWpQUpPh7Ig,F.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
248,Julie,NC2RkdIY9dPowCyUbPxm_Q,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
249,Sam,0O1hyOGDEFUsDwLTEjsfqQ,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
250,Karen,9WwnzlCuJCyFa6JNVh9lGg,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
251,KtMila,MrjWsyI5wLyhXsIUbmzt8w,F.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
252,Michael,E_epad6UlUKXtm-X0us1Kg,N.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
253,Daren,XEHZoTDWjw3w-gcQyYIe4g,C.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,7,6.20E-04
254,Jim,I8fSOBVLBS9h-GNrmOXmHQ,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
255,Daniel,6l5pRyFV07I62QcVts62gQ,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
256,Ryan,dqWVETGq5f_e0K85B_vvnw,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
257,Cadence,vGkha82V8Y9fog6iddlTQA,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
258,Jennifer,fXdANQIcVMmy2rS8_h76ZA,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
259,Madan,l02gm6T6qEoRq6oSpVkRaA,P.,0,0.149113493,3,0.666666667,2,4,2.976265823,584.2769738,9.42E-04,9.42E-04,8,8.74E-04
260,Leticia,D0CNNFo5-ut11tMQ1__Rxw,D.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
261,Evan,iJVzI-hZl2vt8bPBPeWv4Q,D.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
262,Morgan,lJaMhVl641JJhTZhR3s_EQ,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
263,Brittany,IvX50u_2WYXh_G1xKUa2Pg,J.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
264,Elizabeth,mnqTfXJYdIkz_fp-DiGx2w,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
265,My,8shpeZI0QP6e10geuOOthw,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
266,John,gynMtvoyHZrSDsHMecwd8Q,G.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,8,6.27E-04
267,Edgar,vucdcXAh4tMgnjDRrK8JNQ,C.,0,0.142010081,3,0.333333333,1,4,2.853639241,2376.041811,9.42E-04,9.42E-04,4,8.82E-04
268,Jesse,fSvFRzmqSiYz5nR2XOGuug,P.,0,0.050043442,2,0,0,4,3.356803797,84.94285714,7.07E-04,7.07E-04,11,6.28E-04
269,Robert,NXstUH8IPeci_8KKxRJ8tQ,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
271,Dallas,SsYHb0uyECshxjzUJ8ynag,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
272,Jacqueline,P2sQVHyHmy4WA0I7NI5hWg,H.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,7,6.27E-04
274,Robert,QjEHA4t7BovzKVeH8TzT2A,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
275,Rhi,mIMrDt-dUkdcNKDBMn-Rcw,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
276,Maya,R4-68tlEQjtxpR2PN4lKag,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
277,Grace,PyGKfcNiEUGIpN-qv33nkA,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
278,Emily,k4wdyggPb3eCcPxK9DVcdg,G.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,7,6.20E-04
279,Kelly,qCzx039NVrJkWnZEqQ1JKA,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
280,Jaime,Rttywvumr25Tldh4Ln7Udw,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
281,Jon,sa3ln0EsfmJiwcdNdRjW-w,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
282,Ruben,Vw3DWRZF-8Wt_A5rWKLKHQ,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
283,Dustin,Km0y0xsh3V2ATNoZd4jb7A,D.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
284,Callie,9VNygTpE2IHhrlG1huOH-g,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
285,Thao,nY9eEoPx62SxTwj1JbPrSg,T.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
286,Valarie,Yb0sEGrbcgNBV23eS5SPtw,A.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
287,Carol,lJFd_nWHB4q5k_qKkpc5Cw,N.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
288,Casey,yAvUeLKScL2ByUtFhiFjLA,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
289,Kevin,_cMkshHB_sijQWi1rIOXrA,V.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
290,Jason,NNXx0ccFbBLykwbmq9uqMQ,T.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
291,Eddie,1K6hZMMBPusLvjtx11Y4NA,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
292,Randy,qFyuKO4AXqnb28Zvm-Ga0w,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
294,Landon,06nPh5UTpdzVLREi5-1u0A,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
295,Coopero,nT9HC1dXwlk6a_Jqx4v_Ng,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
296,Jacqui,EL2Ix01VF_whB5g9CHh2Ag,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
297,Ron,PdgpUK6fHArEXsPcKFHXOg,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
298,Stephanie,1FzMnX7jM2-YszqcyJ3ArA,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
299,Tattoo,R6Zufm7SKnyYTplH-ZvFgw,Trav,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
300,Kimberly,1sGYXSkJHPhJ6wQtc-RbZw,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
301,German,2jvZHhzBAm35Yn1yX4RzsQ,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
302,Dallas,YORJi2JtQg5Mo4nmKOXzag,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
303,John,wF84ppv1ljvvSPgZq5GcsA,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
304,Alyse,uPDo46xDK_DDqMChG-wYaw,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
305,Mindi,_KOBxT5bQdVha0ics2GRfw,s.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
306,Shellie,3q-Nc1wWrnyKB53I0ZiCwA,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
307,Michael,JbF91KC0BU2zkuxufDTsDw,T.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
308,Eric,OAN4FPoDiP2xgy6_9X5bbw,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
309,Eddie,QSX14GHog99B4TFZTyUwoQ,Q.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
310,Eldon,5JufpO_kirHe3hiZPfwjOQ,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
313,Lana,OtXdXTn49QlXnpccEowrlQ,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
314,Richard,JjXuiru1_ONzDkYVrHN0aw,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
315,James,oCzwRgm4atl0NULw4r4z3A,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
316,Melissa,UXTsDU3DJLW380wgcExy-Q,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
317,Jorge,-8KVuZ0UsuuxKvtQ3A3hmw,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
318,Russell,Sxq2Yu0kJkOFKyaKVoVYVw,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
319,Sarah,QnIrewrXxFnssw_gG1gF-Q,S.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
320,Rob,IyIsFkVY48JWa01inv-7zA,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
321,Patrick,1sMZdqmCa_X2Lf_x6XOCFw,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
322,Courtney,9XDFZlGs4-QwQx44YODnWQ,T.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
323,Cecille,ZERpGXwdvHjWApWRcVofSQ,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
324,Esther,8Z9ugoA4MGwiJVh-CB8bhQ,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
325,Mark,mZM-6gO_JRq2wyFEdGNVKA,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
326,Katy,Ve0LUwcrzxL7w0RYgY4Aaw,H.,0,0.131539006,3,0.333333333,1,4,2.666139241,4097.346656,9.42E-04,9.42E-04,10,9.36E-04
327,Vince,c-Dja5bexzEWBufNsHfRrQ,V.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
328,Heather,cST8Zaw_m73cMYPYA1m1cA,F.,0,0.078383031,2,0,0,4,3.166139241,2821.008208,7.07E-04,7.07E-04,9,6.80E-04
329,Irene,vc4mkEa6Ug5cQudS0EfytQ,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
330,Vivienne,f2PVh-nGeNu3mtYFXOBB9Q,D.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
331,Aditya,_z40nxp030E-EWrIWE1pbw,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
332,Nicole,YOChRzTztTL_KooP9wEtSQ,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
333,Rob,kS1MQHYwIfD0462PE61IBw,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
334,Daniel,j14WgRoU_-2ZE1aw1dXrJg,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
335,Kristen,lj3rJy1dUuHMDnqU_OCfsA,M.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
336,Dominic,#NAME?,B.,0,0.088139251,2,0,0,4,3.041139241,3975.549558,7.07E-04,7.07E-04,8,6.50E-04
337,Alex,m1X1l_d6mEoZJeENiTVsmA,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
338,Anna,SCVXTOahtPQJ7i_ZHHgREg,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
339,Les,LGa1GmTItb4bu6HI7KPKfA,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
340,Minerva,fjEukWsKu9k8E0gJuRwf7w,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
341,Connie,aoz97hVqJxrfY5WGUZouUA,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
342,Maria,PkNs-Rw6MHQfu6j5pBZMMw,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
343,J,1h1DD2hgfgud7V4NCE9mVg,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
344,Angie,dMvs7AzNmnXweaZ6SJlNrw,W.,0,0.088139251,2,0,0,4,3.041139241,3975.549558,7.07E-04,7.07E-04,8,6.50E-04
345,Phill,Wwd1itJKifCiPPpZeF8sBA,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
346,Susan,b_Z2vamgc15EzlHeW9t6yA,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
347,Jason,xlv8kfKEy5ljkEzhuYRNSw,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
348,Shannon,kW9S9yks5Fe2SA65tb9gfg,O.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
349,Denise,QBA1hBjjZE975PwukWCskw,H.,0,0.078383031,2,0,0,4,3.166139241,2821.008208,7.07E-04,7.07E-04,9,6.80E-04
350,Ron,lquc6IF6uGIeRomDLu9UnA,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
351,Darren,rCWrxuRC8_pfagpchtHp6A,W.,0,0.128167387,3,0,0,4,2.755537975,10336.14246,9.42E-04,9.42E-04,10,9.33E-04
352,Lily,G3pq44TiQ5CCM3tLbraVeQ,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
353,Dan,xRBnIhqYTJZcEA4-wuZ4uA,G.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
354,Gina,letRprea5K4Qmw3xw83H6g,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
355,Steven,NOWHAb-N0BBLVc_WPklY7w,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
356,Jennifer,bDXSrl19qIe0Hb-cZcCJ5A,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
357,Jess,ipDRBZ7qsj9CdO2zuqWGMQ,F.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
358,Sunil,IucvvxdQXXhjQ4z6Or6Nrw,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
359,Andrew,dBf39SmNQpu7yuUoqw2PSw,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
360,Jason,eSlOI3GhroEtcbaD_nFXJQ,G.,0,0.143228044,3,0.333333333,1,4,2.560917722,7427.150005,9.42E-04,9.42E-04,6,8.99E-04
361,Joanna,UW9L6MIaSEzTQp6_WYFeDg,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
362,Marcia,5Y5KbsI5buMcNh2hTFaRpA,M.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,10,6.52E-04
363,Tina,syvwUKQJ4OYfmL_ixVLMeQ,C.,0,0.078383031,2,0,0,4,3.166139241,2821.008208,7.07E-04,7.07E-04,10,6.80E-04
