Source,Target,Type,Id,Label,Weight
Sunil_Wattal_672024677,Kevin_Yili_Hong_1050352559,Undirected,800,,1
Sunil_Wattal_672024677,Gwanhoo_Lee_1559589897,Undirected,1114,,1
Sunil_Wattal_672024677,Keongtae_Kim_1677111618,Undirected,1131,,1
Sunil_Wattal_672024677,Vc_Choudhary_1818650465,Undirected,1187,,1
Sunil_Wattal_672024677,Sang_Pil_Han_100000527304942,Undirected,1306,,1
Sunil_Wattal_672024677,Dongwon_Lee_100000872817953,Undirected,1392,,1
Sunil_Wattal_672024677,Sungyong_Um_100001029973935,Undirected,1489,,1
Sunil_Wattal_672024677,Jungpil_Hahn_100001441813805,Undirected,1721,,1
Sunil_Wattal_672024677,Wenjuan_Yuan_100002798135050,Undirected,2456,,1
Sunil_Wattal_672024677,Byungjoon_Yoo_100003837286675,Undirected,2682,,1
Sunil_Wattal_672024677,Alvin_Zheng_100006568625465,Undirected,2729,,1
SuJu_Park_673385576,Young_Eun_Yoon_530537901,Undirected,398,,1
SuJu_Park_673385576,Soohyun_Kim_1027775630,Undirected,761,,1
SuJu_Park_673385576,Jimin_Yoo_1686320176,Undirected,1145,,1
SuJu_Park_673385576,Hyunsim_Kang_100001425124196,Undirected,1707,,1
SuJu_Park_673385576,Bae_Tae_Kwan_100001584130182,Undirected,1819,,1
SuJu_Park_673385576,Jaewoo_Kim_100001632240746,Undirected,1866,,1
SuJu_Park_673385576,Go_Eun_Park_100001880594539,Undirected,2085,,1
SuJu_Park_673385576,????????????????????_100001936176701,Undirected,2125,,1
SuJu_Park_673385576,Changhun_Lee_100002651714571,Undirected,2402,,1
Roman_B._Kim_674976675,Yiwon_Song_1772077238,Undirected,1171,,1
S????ndor_Erdei_676315506,Sagar_Bhadra_10503828,Undirected,114,,1
S????ndor_Erdei_676315506,Karim_Traboulsi_13621246,Undirected,135,,1
S????ndor_Erdei_676315506,Sally_G_21010151,Undirected,170,,1
S????ndor_Erdei_676315506,Muzi_Guo_21012401,Undirected,192,,1
S????ndor_Erdei_676315506,Jennifer_Law_21014079,Undirected,208,,1
S????ndor_Erdei_676315506,Florian_Striebich_36800961,Undirected,220,,1
S????ndor_Erdei_676315506,Jamie_Brownlee_61004163,Undirected,239,,1
S????ndor_Erdei_676315506,Laura_Buhler_120601075,Undirected,256,,1
S????ndor_Erdei_676315506,William_Judge_218600487,Undirected,267,,1
S????ndor_Erdei_676315506,Julien_Kervizic_500985020,Undirected,280,,1
S????ndor_Erdei_676315506,Daniela_Sh_506567418,Undirected,307,,1
S????ndor_Erdei_676315506,Rab_Freiha_509987108,Undirected,330,,1
S????ndor_Erdei_676315506,Itzel_Ram????rez_M._511465260,Undirected,365,,1
S????ndor_Erdei_676315506,Michael_Schuster_527059194,Undirected,389,,1
S????ndor_Erdei_676315506,Petra_Szal????ky_551565782,Undirected,438,,1
S????ndor_Erdei_676315506,Ulf_Bachmann_553857610,Undirected,446,,1
S????ndor_Erdei_676315506,Isabella_Reichert_565243166,Undirected,461,,1
S????ndor_Erdei_676315506,Mario_Razzini_569260526,Undirected,471,,1
S????ndor_Erdei_676315506,Andreas_Enkelmann_614284101,Undirected,507,,1
S????ndor_Erdei_676315506,Julien_Dennert_635118380,Undirected,516,,1
S????ndor_Erdei_676315506,Vaclav_Sedlacek_1078584864,Undirected,829,,1
S????ndor_Erdei_676315506,Grace_Ga-Eun_Oh_1339907315,Undirected,949,,1
S????ndor_Erdei_676315506,Tatiana_Sokolova_1382349424,Undirected,987,,1
Hanna_Hyeyoung_Jin_676509636,Soyoung_Lee_1350369969,Undirected,956,,1
Hanna_Hyeyoung_Jin_676509636,Seyoung_Park_1544810943,Undirected,1096,,1
Hanna_Hyeyoung_Jin_676509636,??????????????????€?_100000259041746,Undirected,1254,,1
Hanna_Hyeyoung_Jin_676509636,Brian_Don-chic_Ko_100000307910699,Undirected,1272,,1
Hanna_Hyeyoung_Jin_676509636,Soeun_Kang_100003091929099,Undirected,2550,,1
So_Yean_Kwack_678832756,Dokyun_Lee_114331,Undirected,4,,1
So_Yean_Kwack_678832756,Kartik_Ganju_502504522,Undirected,290,,1
So_Yean_Kwack_678832756,Jangwook_Lee_542483601,Undirected,415,,1
So_Yean_Kwack_678832756,Ahreum_Lee_582024064,Undirected,484,,1
So_Yean_Kwack_678832756,Karen_Lijia_Xie_601432711,Undirected,498,,1
So_Yean_Kwack_678832756,Wonkyung_Alice_Min_1129728962,Undirected,854,,1
So_Yean_Kwack_678832756,Gyu_Dong_Kim_1520958923,Undirected,1084,,1
So_Yean_Kwack_678832756,Jamie_Kim_1787605818,Undirected,1182,,1
So_Yean_Kwack_678832756,Jimi_Kim_100000042595242,Undirected,1194,,1
So_Yean_Kwack_678832756,Sungyong_Um_100001029973935,Undirected,1490,,1
So_Yean_Kwack_678832756,Soojin_Lee_100001219495605,Undirected,1632,,1
So_Yean_Kwack_678832756,Byunghoon_Jin_100001592281396,Undirected,1827,,1
So_Yean_Kwack_678832756,Jaeseok_Jason_Lee_100002574066536,Undirected,2321,,1
So_Yean_Kwack_678832756,Wenjuan_Yuan_100002798135050,Undirected,2457,,1
JaeHyun_Park_681702974,Paul_A._Pavlou_6316982,Undirected,36,,1
JaeHyun_Park_681702974,Joseph_M._Allegra_521180775,Undirected,380,,1
JaeHyun_Park_681702974,Yang_Yang_546678299,Undirected,422,,1
JaeHyun_Park_681702974,Douglas_M._Schutz_647390973,Undirected,525,,1
JaeHyun_Park_681702974,Sunil_Wattal_672024677,Undirected,535,,1
JaeHyun_Park_681702974,Kevin_Yili_Hong_1050352559,Undirected,801,,1
JaeHyun_Park_681702974,Gwanhoo_Lee_1559589897,Undirected,1115,,1
JaeHyun_Park_681702974,Dongwon_Lee_100000872817953,Undirected,1393,,1
JaeHyun_Park_681702974,??????????????????_100001127589905,Undirected,1566,,1
JaeHyun_Park_681702974,Jungpil_Hahn_100001441813805,Undirected,1722,,1
JaeHyun_Park_681702974,Byungjoon_Yoo_100003837286675,Undirected,2683,,1
Xiujuan_Wu_682204197,Hyunmyung_Timothy_Dho_1005633808,Undirected,691,,1
Xiujuan_Wu_682204197,Sam_Seongmin_Jeon_1010864696,Undirected,725,,1
Xiujuan_Wu_682204197,Namwon_Kim_1383617851,Undirected,993,,1
Xiujuan_Wu_682204197,Bilguun_Uyanga_1392430958,Undirected,1005,,1
Xiujuan_Wu_682204197,Sangwook_Ha_1724830321,Undirected,1148,,1
Xiujuan_Wu_682204197,????????????????????€?_1750811859,Undirected,1160,,1
Xiujuan_Wu_682204197,Hyunmi_Baek_100000138402894,Undirected,1217,,1
Xiujuan_Wu_682204197,Sewon_Moon_100000208732673,Undirected,1243,,1
Xiujuan_Wu_682204197,Jaehong_Lee_100000270663298,Undirected,1259,,1
Xiujuan_Wu_682204197,Wooyoung_Jeong_100000352666571,Undirected,1280,,1
Xiujuan_Wu_682204197,Youngseok_Choi_100000669697706,Undirected,1333,,1
Xiujuan_Wu_682204197,Hurnjin_Cho_100000794736658,Undirected,1341,,1
Xiujuan_Wu_682204197,Seong_Ryong_Kim_100000832596862,Undirected,1351,,1
Xiujuan_Wu_682204197,Jeongbok__Wi_100001091797083,Undirected,1532,,1
Xiujuan_Wu_682204197,Eunho_Park_100001639266686,Undirected,1879,,1
Minghao_Huang_682415243,Agnes_Yun_558679281,Undirected,451,,1
Minghao_Huang_682415243,Hyunmyung_Timothy_Dho_1005633808,Undirected,692,,1
Minghao_Huang_682415243,Hyelim_Oh_1045498098,Undirected,777,,1
Minghao_Huang_682415243,Sangkyu_Rho_1191686430,Undirected,876,,1
Minghao_Huang_682415243,Gwanhoo_Lee_1559589897,Undirected,1116,,1
Minghao_Huang_682415243,Oh_Sunju_100000107832651,Undirected,1207,,1
Minghao_Huang_682415243,Hyunmi_Baek_100000138402894,Undirected,1218,,1
Minghao_Huang_682415243,Jaehong_Lee_100000270663298,Undirected,1260,,1
Minghao_Huang_682415243,Wooyoung_Jeong_100000352666571,Undirected,1281,,1
Minghao_Huang_682415243,Kimoon_Sung_100000529845723,Undirected,1311,,1
Minghao_Huang_682415243,Youngseok_Choi_100000669697706,Undirected,1334,,1
Minghao_Huang_682415243,Hurnjin_Cho_100000794736658,Undirected,1342,,1
Minghao_Huang_682415243,Dongwon_Lee_100000872817953,Undirected,1394,,1
Minghao_Huang_682415243,Junghoon_Moon_100000958686183,Undirected,1454,,1
Minghao_Huang_682415243,David_Dongwon_Lee_100001091392910,Undirected,1510,,1
Minghao_Huang_682415243,Young-Chan_Lee_100001327248108,Undirected,1677,,1
Minghao_Huang_682415243,Yong_Jin_Kim_100001724755903,Undirected,1985,,1
Minghao_Huang_682415243,Byungjoon_Yoo_100003837286675,Undirected,2684,,1
Youngjin_Yoo_683448383,Yong-Suk_Kim_2214595,Undirected,12,,1
Youngjin_Yoo_683448383,Steven_L._Johnson_5734569,Undirected,23,,1
Youngjin_Yoo_683448383,Paul_A._Pavlou_6316982,Undirected,37,,1
Youngjin_Yoo_683448383,Gord_Burtch_510235429,Undirected,343,,1
Youngjin_Yoo_683448383,Joseph_M._Allegra_521180775,Undirected,381,,1
Youngjin_Yoo_683448383,Samer_Faraj_528046846,Undirected,395,,1
Youngjin_Yoo_683448383,Yang_Yang_546678299,Undirected,423,,1
Youngjin_Yoo_683448383,Alok_Gupta_550657448,Undirected,432,,1
Youngjin_Yoo_683448383,Karen_Lijia_Xie_601432711,Undirected,499,,1
Youngjin_Yoo_683448383,Taehoo_Lee_612602325,Undirected,505,,1
Youngjin_Yoo_683448383,Kyung_Young_Lee_641039354,Undirected,520,,1
Youngjin_Yoo_683448383,Rajiv_Mukherjee_645478202,Undirected,523,,1
Youngjin_Yoo_683448383,Douglas_M._Schutz_647390973,Undirected,526,,1
Youngjin_Yoo_683448383,Sunil_Wattal_672024677,Undirected,536,,1
Youngjin_Yoo_683448383,JaeHyun_Park_681702974,Undirected,544,,1
Youngjin_Yoo_683448383,Minghao_Huang_682415243,Undirected,546,,1
Youngjin_Yoo_683448383,Hyelim_Oh_1045498098,Undirected,778,,1
Youngjin_Yoo_683448383,Kevin_Yili_Hong_1050352559,Undirected,802,,1
Youngjin_Yoo_683448383,Sooil_Shin_1066459797,Undirected,816,,1
Youngjin_Yoo_683448383,Sangkyu_Rho_1191686430,Undirected,877,,1
Youngjin_Yoo_683448383,Yeongbae_Choe_1436943724,Undirected,1061,,1
Youngjin_Yoo_683448383,Gyu_Dong_Kim_1520958923,Undirected,1085,,1
Youngjin_Yoo_683448383,SangSuk_Yoon_1549705201,Undirected,1102,,1
Youngjin_Yoo_683448383,Gwanhoo_Lee_1559589897,Undirected,1117,,1
Youngjin_Yoo_683448383,Keongtae_Kim_1677111618,Undirected,1132,,1
Youngjin_Yoo_683448383,Jimi_Kim_100000042595242,Undirected,1195,,1
Youngjin_Yoo_683448383,Sang_Pil_Han_100000527304942,Undirected,1307,,1
Youngjin_Yoo_683448383,Dongwon_Lee_100000872817953,Undirected,1395,,1
Youngjin_Yoo_683448383,Junghoon_Moon_100000958686183,Undirected,1455,,1
Youngjin_Yoo_683448383,Sungyong_Um_100001029973935,Undirected,1491,,1
Youngjin_Yoo_683448383,David_Dongwon_Lee_100001091392910,Undirected,1511,,1
Youngjin_Yoo_683448383,Soojin_Lee_100001219495605,Undirected,1633,,1
Youngjin_Yoo_683448383,Young-Chan_Lee_100001327248108,Undirected,1678,,1
Youngjin_Yoo_683448383,Jungpil_Hahn_100001441813805,Undirected,1723,,1
Youngjin_Yoo_683448383,Jinyoung_Min_100001461591869,Undirected,1758,,1
Youngjin_Yoo_683448383,Tae_Hun_Kim_100001488707087,Undirected,1785,,1
Youngjin_Yoo_683448383,Gunwoo_Kim_100001722497134,Undirected,1973,,1
Youngjin_Yoo_683448383,Yong_Jin_Kim_100001724755903,Undirected,1986,,1
Youngjin_Yoo_683448383,Wenjuan_Yuan_100002798135050,Undirected,2458,,1
Youngjin_Yoo_683448383,Byungjoon_Yoo_100003837286675,Undirected,2685,,1
Hanup_Park_684894680,Dokyun_Lee_114331,Undirected,5,,1
Hanup_Park_684894680,Noelle_Teh_17802707,Undirected,154,,1
Hanup_Park_684894680,Kartik_Ganju_502504522,Undirected,291,,1
Hanup_Park_684894680,Natalie_Kyung_Won_Kim_505160063,Undirected,295,,1
Hanup_Park_684894680,Fred_Seungik_Bae_576687700,Undirected,476,,1
Hanup_Park_684894680,Karen_Lijia_Xie_601432711,Undirected,500,,1
Hanup_Park_684894680,So_Yean_Kwack_678832756,Undirected,542,,1
Hanup_Park_684894680,Hyunmyung_Timothy_Dho_1005633808,Undirected,693,,1
Hanup_Park_684894680,Yoo-Hwan_Kim_1026491885,Undirected,750,,1
Hanup_Park_684894680,????????????????????_1026774296,Undirected,757,,1
Hanup_Park_684894680,Wonkyung_Alice_Min_1129728962,Undirected,855,,1
Hanup_Park_684894680,Yeongbae_Choe_1436943724,Undirected,1062,,1
Hanup_Park_684894680,Gyu_Dong_Kim_1520958923,Undirected,1086,,1
Hanup_Park_684894680,Jamie_Kim_1787605818,Undirected,1183,,1
Hanup_Park_684894680,Jimi_Kim_100000042595242,Undirected,1196,,1
Hanup_Park_684894680,Sungyong_Um_100001029973935,Undirected,1492,,1
Hanup_Park_684894680,Kwangjin_Lee_100001218700974,Undirected,1617,,1
Hanup_Park_684894680,Soojin_Lee_100001219495605,Undirected,1634,,1
Hanup_Park_684894680,Gayoung_Kim_100001466116182,Undirected,1768,,1
Hanup_Park_684894680,Byunghoon_Jin_100001592281396,Undirected,1828,,1
Hanup_Park_684894680,Jaeseok_Jason_Lee_100002574066536,Undirected,2322,,1
Hanup_Park_684894680,Wenjuan_Yuan_100002798135050,Undirected,2459,,1
Kahee_Kim_687226424,Sunhye_Kwon_626970690,Undirected,514,,1
Kahee_Kim_687226424,??????????????????????_100001216807406,Undirected,1600,,1
Kahee_Kim_687226424,Lee_Hyeyeon_100002303689888,Undirected,2254,,1
Kahee_Kim_687226424,Gayeon_Ji_100003500426889,Undirected,2636,,1
Beatrice_Lizana_689562026,Sagar_Bhadra_10503828,Undirected,115,,1
Beatrice_Lizana_689562026,Karim_Traboulsi_13621246,Undirected,136,,1
Beatrice_Lizana_689562026,Vicente_Bustamante_14902317,Undirected,146,,1
Beatrice_Lizana_689562026,Sally_G_21010151,Undirected,171,,1
Beatrice_Lizana_689562026,Florian_Striebich_36800961,Undirected,221,,1
Beatrice_Lizana_689562026,Jamie_Brownlee_61004163,Undirected,240,,1
Beatrice_Lizana_689562026,Laura_Buhler_120601075,Undirected,257,,1
Beatrice_Lizana_689562026,Julien_Kervizic_500985020,Undirected,281,,1
Beatrice_Lizana_689562026,Daniela_Sh_506567418,Undirected,308,,1
Beatrice_Lizana_689562026,Rab_Freiha_509987108,Undirected,331,,1
Beatrice_Lizana_689562026,Itzel_Ram????rez_M._511465260,Undirected,366,,1
Beatrice_Lizana_689562026,Michael_Schuster_527059194,Undirected,390,,1
Beatrice_Lizana_689562026,Petra_Szal????ky_551565782,Undirected,439,,1
Beatrice_Lizana_689562026,Ulf_Bachmann_553857610,Undirected,447,,1
Beatrice_Lizana_689562026,Isabella_Reichert_565243166,Undirected,462,,1
Beatrice_Lizana_689562026,Mario_Razzini_569260526,Undirected,472,,1
Beatrice_Lizana_689562026,Su_Kim_582606887,Undirected,488,,1
Beatrice_Lizana_689562026,Andreas_Enkelmann_614284101,Undirected,508,,1
Beatrice_Lizana_689562026,Julien_Dennert_635118380,Undirected,517,,1
Beatrice_Lizana_689562026,S????ndor_Erdei_676315506,Undirected,538,,1
Hyung_Koo_Lee_691256865,Hoon_S._Cha_10138420,Undirected,95,,1
Hyung_Koo_Lee_691256865,Jong_Seok_Lee_10141494,Undirected,96,,1
Hyung_Koo_Lee_691256865,Chang_Heon_Lee_1130164545,Undirected,862,,1
Hyung_Koo_Lee_691256865,Jaebong_Son_1145296066,Undirected,866,,1
Hyung_Koo_Lee_691256865,Seungmi_Lee_1201403673,Undirected,882,,1
GuiHan_Ko_693949992,Kartik_Ganju_502504522,Undirected,292,,1
GuiHan_Ko_693949992,Gord_Burtch_510235429,Undirected,344,,1
GuiHan_Ko_693949992,Jeongtae_Kim_560283990,Undirected,452,,1
GuiHan_Ko_693949992,Ahreum_Lee_582024064,Undirected,485,,1
GuiHan_Ko_693949992,Douglas_M._Schutz_647390973,Undirected,527,,1
GuiHan_Ko_693949992,Youngjin_Yoo_683448383,Undirected,547,,1
GuiHan_Ko_693949992,Hanup_Park_684894680,Undirected,551,,1
GuiHan_Ko_693949992,Kevin_Yili_Hong_1050352559,Undirected,803,,1
GuiHan_Ko_693949992,Wonkyung_Alice_Min_1129728962,Undirected,856,,1
GuiHan_Ko_693949992,Bu_Hyoung_Lee_1325186591,Undirected,935,,1
GuiHan_Ko_693949992,Gyu_Dong_Kim_1520958923,Undirected,1087,,1
GuiHan_Ko_693949992,SangSuk_Yoon_1549705201,Undirected,1103,,1
GuiHan_Ko_693949992,Sungyong_Um_100001029973935,Undirected,1493,,1
GuiHan_Ko_693949992,Soojin_Lee_100001219495605,Undirected,1635,,1
GuiHan_Ko_693949992,Byunghoon_Jin_100001592281396,Undirected,1829,,1
GuiHan_Ko_693949992,Jaeseok_Jason_Lee_100002574066536,Undirected,2323,,1
Keehyung_Kim_695282077,Dokyun_Lee_114331,Undirected,6,,1
Keehyung_Kim_695282077,Sang-Youn_Lee_577274635,Undirected,480,,1
Keehyung_Kim_695282077,Hyojin_Lee_618405132,Undirected,510,,1
Keehyung_Kim_695282077,Jamie_Seo_1541662725,Undirected,1093,,1
Keehyung_Kim_695282077,Yong_Jin_Kim_100001724755903,Undirected,1987,,1
Sebastian_Galindo_696812640,Min_Soo_Kim_606764443,Undirected,503,,1
Sebastian_Galindo_696812640,Hyojin_Lee_618405132,Undirected,511,,1
Sebastian_Galindo_696812640,Sam_Seongmin_Jeon_1010864696,Undirected,726,,1
Daehwan_Ahn_702628830,Sehwan_Oh_530523106,Undirected,397,,1
Daehwan_Ahn_702628830,Omer_Gibreel_591683209,Undirected,495,,1
Daehwan_Ahn_702628830,Kwansoo_Kim_651567670,Undirected,530,,1
Daehwan_Ahn_702628830,Hyunmyung_Timothy_Dho_1005633808,Undirected,694,,1
Daehwan_Ahn_702628830,Sam_Seongmin_Jeon_1010864696,Undirected,727,,1
Daehwan_Ahn_702628830,JeongHo_Kim_1206565488,Undirected,885,,1
Daehwan_Ahn_702628830,Samim_Azad_1292476551,Undirected,919,,1
Daehwan_Ahn_702628830,Charles_Kim_1679880065,Undirected,1139,,1
Daehwan_Ahn_702628830,Sangwook_Ha_1724830321,Undirected,1149,,1
Daehwan_Ahn_702628830,Hyunmi_Baek_100000138402894,Undirected,1219,,1
Daehwan_Ahn_702628830,Jioh_Kim_100000189358339,Undirected,1239,,1
Daehwan_Ahn_702628830,Jaehong_Lee_100000270663298,Undirected,1261,,1
Daehwan_Ahn_702628830,Wooyoung_Jeong_100000352666571,Undirected,1282,,1
Daehwan_Ahn_702628830,Youngseok_Choi_100000669697706,Undirected,1335,,1
Daehwan_Ahn_702628830,Jeongbok__Wi_100001091797083,Undirected,1533,,1
Daehwan_Ahn_702628830,Jeongeun_Choi_100001123983767,Undirected,1550,,1
Daehwan_Ahn_702628830,Ji_Hae_Suh_100001551408312,Undirected,1790,,1
Daehwan_Ahn_702628830,Junhyuk_Lee_100001568460556,Undirected,1811,,1
Daehwan_Ahn_702628830,Eunho_Park_100001639266686,Undirected,1880,,1
Daehwan_Ahn_702628830,???€??????€????????€?_100002127970323,Undirected,2220,,1
Daehwan_Ahn_702628830,Tongyo_Han_100002543604820,Undirected,2303,,1
Daehwan_Ahn_702628830,Byungjoon_Yoo_100003837286675,Undirected,2686,,1
Jae_You_705669269,Sally_G_21010151,Undirected,172,,1
Jae_You_705669269,Muzi_Guo_21012401,Undirected,193,,1
Jae_You_705669269,Jennifer_Law_21014079,Undirected,209,,1
Jae_You_705669269,Paul_Shin_48914321,Undirected,229,,1
Jae_You_705669269,Daniela_Sh_506567418,Undirected,309,,1
Jae_You_705669269,Daisy_Kong_507788438,Undirected,317,,1
Jae_You_705669269,Soohwang_Chun_515441113,Undirected,374,,1
Jae_You_705669269,Steph_Chi_540587780,Undirected,412,,1
Jae_You_705669269,Su_Kim_582606887,Undirected,489,,1
Jae_You_705669269,Vaclav_Sedlacek_1078584864,Undirected,830,,1
Jae_You_705669269,Grace_Ga-Eun_Oh_1339907315,Undirected,950,,1
Ashik_Kurian_706626010,Sagar_Bhadra_10503828,Undirected,116,,1
Ashik_Kurian_706626010,Karim_Traboulsi_13621246,Undirected,137,,1
Ashik_Kurian_706626010,Vicente_Bustamante_14902317,Undirected,147,,1
Ashik_Kurian_706626010,Florian_Striebich_36800961,Undirected,222,,1
Ashik_Kurian_706626010,Laura_Buhler_120601075,Undirected,258,,1
Ashik_Kurian_706626010,William_Judge_218600487,Undirected,268,,1
Ashik_Kurian_706626010,Julien_Kervizic_500985020,Undirected,282,,1
Ashik_Kurian_706626010,Daniela_Sh_506567418,Undirected,310,,1
Ashik_Kurian_706626010,Rab_Freiha_509987108,Undirected,332,,1
Ashik_Kurian_706626010,Kitty_L_510810710,Undirected,352,,1
Ashik_Kurian_706626010,Itzel_Ram????rez_M._511465260,Undirected,367,,1
Ashik_Kurian_706626010,Wenchang_Ma_530553996,Undirected,402,,1
Ashik_Kurian_706626010,Steph_Chi_540587780,Undirected,413,,1
Ashik_Kurian_706626010,Fran????ois-Alexandre_L????onard_561315770,Undirected,457,,1
Ashik_Kurian_706626010,Isabella_Reichert_565243166,Undirected,463,,1
Ashik_Kurian_706626010,Yeon_Sang_Yoon_565284684,Undirected,468,,1
Ashik_Kurian_706626010,Mario_Razzini_569260526,Undirected,473,,1
Ashik_Kurian_706626010,Su_Kim_582606887,Undirected,490,,1
Ashik_Kurian_706626010,S????ndor_Erdei_676315506,Undirected,539,,1
Ashik_Kurian_706626010,Tatiana_Sokolova_1382349424,Undirected,988,,1
Carlos_Toledo_708720226,Sagar_Bhadra_10503828,Undirected,117,,1
Carlos_Toledo_708720226,Karim_Traboulsi_13621246,Undirected,138,,1
Carlos_Toledo_708720226,Muzi_Guo_21012401,Undirected,194,,1
Carlos_Toledo_708720226,Florian_Striebich_36800961,Undirected,223,,1
Carlos_Toledo_708720226,Jamie_Brownlee_61004163,Undirected,241,,1
Carlos_Toledo_708720226,Julien_Kervizic_500985020,Undirected,283,,1
Carlos_Toledo_708720226,Daniela_Sh_506567418,Undirected,311,,1
Carlos_Toledo_708720226,Rab_Freiha_509987108,Undirected,333,,1
Carlos_Toledo_708720226,Itzel_Ram????rez_M._511465260,Undirected,368,,1
Carlos_Toledo_708720226,Michael_Schuster_527059194,Undirected,391,,1
Carlos_Toledo_708720226,Wenchang_Ma_530553996,Undirected,403,,1
Carlos_Toledo_708720226,Steph_Chi_540587780,Undirected,414,,1
Carlos_Toledo_708720226,Petra_Szal????ky_551565782,Undirected,440,,1
Carlos_Toledo_708720226,Ulf_Bachmann_553857610,Undirected,448,,1
Carlos_Toledo_708720226,Isabella_Reichert_565243166,Undirected,464,,1
Carlos_Toledo_708720226,Yeon_Sang_Yoon_565284684,Undirected,469,,1
Carlos_Toledo_708720226,Mario_Razzini_569260526,Undirected,474,,1
Carlos_Toledo_708720226,Su_Kim_582606887,Undirected,491,,1
Carlos_Toledo_708720226,Andreas_Enkelmann_614284101,Undirected,509,,1
Carlos_Toledo_708720226,Julien_Dennert_635118380,Undirected,518,,1
Carlos_Toledo_708720226,S????ndor_Erdei_676315506,Undirected,540,,1
Carlos_Toledo_708720226,Beatrice_Lizana_689562026,Undirected,553,,1
Carlos_Toledo_708720226,Tatiana_Sokolova_1382349424,Undirected,989,,1
Yoo_Jaemoon_720063918,Helina_Haeree_Na_547934006,Undirected,426,,1
Yoo_Jaemoon_720063918,Fred_Seungik_Bae_576687700,Undirected,477,,1
Yoo_Jaemoon_720063918,????????????????€???_1084660223,Undirected,834,,1
Yoo_Jaemoon_720063918,Hyunmin_Kim_1238972387,Undirected,903,,1
Yoo_Jaemoon_720063918,Daejin_Jeon_1457691493,Undirected,1069,,1
Yoo_Jaemoon_720063918,BBang_Eun_Hye_1492261150,Undirected,1073,,1
Yoo_Jaemoon_720063918,??????????????????_100000239260227,Undirected,1249,,1
Yoo_Jaemoon_720063918,Dooee_Park_100000563487306,Undirected,1325,,1
Yoo_Jaemoon_720063918,Jina_Ryu_100000951781979,Undirected,1449,,1
Yoo_Jaemoon_720063918,Soung-woo_Choi_100001151802830,Undirected,1568,,1
Yoo_Jaemoon_720063918,Jin_Lee_100001227909723,Undirected,1649,,1
Yoo_Jaemoon_720063918,???????????????€???_100001469981317,Undirected,1781,,1
Yoo_Jaemoon_720063918,Chilwoong_Kwon_100001906097757,Undirected,2119,,1
Su-min_Myung_720961805,Hyun_Yoo__Park_100003101294396,Undirected,2577,,1
Su-min_Myung_720961805,???????????€???????_100003299994464,Undirected,2633,,1
Kyungha_Jeon_722061018,Helina_Haeree_Na_547934006,Undirected,427,,1
Kyungha_Jeon_722061018,Yoo_Jaemoon_720063918,Undirected,559,,1
Kyungha_Jeon_722061018,BBang_Eun_Hye_1492261150,Undirected,1074,,1
Kyungha_Jeon_722061018,Dooee_Park_100000563487306,Undirected,1326,,1
Kyungha_Jeon_722061018,Jo_Darong_100000920265628,Undirected,1440,,1
Kyungha_Jeon_722061018,Jin_Lee_100001227909723,Undirected,1650,,1
Kyungha_Jeon_722061018,????????????????€???_100001664738344,Undirected,1929,,1
Sangho_Lee_722441748,Hyunmyung_Timothy_Dho_1005633808,Undirected,695,,1
Sangho_Lee_722441748,Sungyong_Chang_1247646953,Undirected,912,,1
Sangho_Lee_722441748,Seojung_Violet_Yang_1408668893,Undirected,1020,,1
Sangho_Lee_722441748,Youngjoo_Lim_100000279597869,Undirected,1268,,1
Sangho_Lee_722441748,Gayoung_Kim_100001466116182,Undirected,1769,,1
Younghak_Jang_732962782,Hyunmin_Kim_1238972387,Undirected,904,,1
Minwoo_Lee_733596075,Yong-Suk_Kim_2214595,Undirected,13,,1
Minwoo_Lee_733596075,Sang-Youn_Lee_577274635,Undirected,481,,1
Minwoo_Lee_733596075,Kyung_Young_Lee_641039354,Undirected,521,,1
Minwoo_Lee_733596075,Yongjun_Kim_658046798,Undirected,532,,1
Minwoo_Lee_733596075,Seung-Hyun_Rhee_668553571,Undirected,533,,1
Minwoo_Lee_733596075,Youngjin_Yoo_683448383,Undirected,548,,1
Minwoo_Lee_733596075,Hyelim_Oh_1045498098,Undirected,779,,1
Minwoo_Lee_733596075,Sooil_Shin_1066459797,Undirected,817,,1
Minwoo_Lee_733596075,JiYe_Baek_1176901483,Undirected,871,,1
Minwoo_Lee_733596075,Andrew_Joohyung_Lee_1451301324,Undirected,1067,,1
Minwoo_Lee_733596075,Keongtae_Kim_1677111618,Undirected,1133,,1
Minwoo_Lee_733596075,Kwangwook_Gang_100000258298013,Undirected,1252,,1
Minwoo_Lee_733596075,Sang_Pil_Han_100000527304942,Undirected,1308,,1
Minwoo_Lee_733596075,Jay_JaeHwuen_Jung_100000817127088,Undirected,1345,,1
Minwoo_Lee_733596075,Dongwon_Lee_100000872817953,Undirected,1396,,1
Minwoo_Lee_733596075,David_Dongwon_Lee_100001091392910,Undirected,1512,,1
Minwoo_Lee_733596075,Young-Chan_Lee_100001327248108,Undirected,1679,,1
Minwoo_Lee_733596075,Jungpil_Hahn_100001441813805,Undirected,1724,,1
Minwoo_Lee_733596075,Yong_Jin_Kim_100001724755903,Undirected,1988,,1
Pauline_Antoinette_Milwood_740809555,Noelle_Teh_17802707,Undirected,155,,1
Pauline_Antoinette_Milwood_740809555,Ahreum_Lee_582024064,Undirected,486,,1
